orias,siren,nom
943413682,943413682,
942716283,942716283,
942563776,942563776,
939978870,939978870,
938447646,938447646,
943193037,943193037,
942737701,942737701,
942844713,942844713,
940881964,940881964,
977829225,977829225,
943021998,943021998,
988003281,988003281,
943725895,943725895,
942188665,942188665,
895164994,895164994,
942593690,942593690,
942568205,942568205,
943254144,943254144,
943036376,943036376,
945035376,945035376,
942857913,942857913,
943314302,943314302,
942260175,942260175,
943474684,943474684,
942907775,942907775,
943670992,943670992,
953297140,953297140,
942398595,942398595,
941709503,941709503,
789467693,789467693,
942755174,942755174,
943542761,943542761,
940442312,940442312,
940618580,940618580,
942377219,942377219,
942480245,942480245,
940907249,940907249,
938348547,938348547,
942666306,942666306,
944535244,944535244,
942791054,942791054,
944162171,944162171,
939232401,939232401,
942390667,942390667,
942051129,942051129,
942459769,942459769,
942277674,942277674,
487849135,487849135,
943135863,943135863,
942525668,942525668,
942890781,942890781,
942882812,942882812,
881200182,881200182,
804378404,804378404,
938553138,938553138,
939958294,939958294,
939024618,939024618,
942624461,942624461,
941604456,941604456,
515305399,515305399,
943358853,943358853,
913049524,913049524,
943469544,943469544,
943283309,943283309,
938721677,938721677,
942959685,942959685,
948729777,948729777,
944189810,944189810,
982314114,982314114,
884710062,884710062,
850969635,850969635,
793707639,793707639,
939551834,939551834,
943268391,943268391,
943777052,943777052,
942511809,942511809,
935128868,935128868,
939371423,939371423,
942699240,942699240,
934738709,934738709,
941022360,941022360,
942916057,942916057,
943681692,943681692,
938108594,938108594,
942986316,942986316,
987984663,987984663,
942801796,942801796,
942808676,942808676,
939676755,939676755,
942553579,942553579,
939836854,939836854,
940924202,940924202,
791884844,791884844,
943405944,943405944,
943794305,943794305,
941008567,941008567,
944338854,944338854,
879126837,879126837,
942070137,942070137,
932519051,932519051,
943176115,943176115,
941755522,941755522,
942037722,942037722,
944266097,944266097,
940570872,940570872,
941059768,941059768,
942227141,942227141,
943036418,943036418,
941383317,941383317,
792070336,792070336,
943732677,943732677,
943754101,943754101,
944720945,944720945,
944172261,944172261,
933511511,933511511,
847959145,847959145,
937883734,937883734,
943306621,943306621,
319180675,319180675,
941935298,941935298,
944112358,944112358,
939230538,939230538,
941408197,941408197,
943753376,943753376,
934312885,934312885,
944187947,944187947,
944720846,944720846,
918900234,918900234,
944766708,944766708,
941958183,941958183,
941397069,941397069,
943159434,943159434,
941593352,941593352,
943941716,943941716,
943895920,943895920,
944044312,944044312,
944379619,944379619,
944193135,944193135,
944092352,944092352,
943833566,943833566,
944882661,944882661,
944265784,944265784,
942642463,942642463,
943033712,943033712,
982990541,982990541,
943669721,943669721,
944622109,944622109,
944720143,944720143,
939037297,939037297,
943499137,943499137,
878404235,878404235,
943638023,943638023,
988581914,988581914,
945350544,945350544,
945041846,945041846,
791744857,791744857,
818048696,818048696,
944861889,944861889,
944189836,944189836,
943394296,943394296,
943382317,943382317,
944058734,944058734,
944820596,944820596,
944682087,944682087,
929879294,929879294,
943712943,943712943,
940142599,940142599,
942141185,942141185,
944891597,944891597,
942944646,942944646,
944385145,944385145,
942503103,942503103,
940852197,940852197,
942504879,942504879,
904295482,904295482,
945227270,945227270,
944778794,944778794,
944923564,944923564,
990525404,990525404,
945089381,945089381,
987950763,987950763,
943808873,943808873,
512478991,512478991,
944325026,944325026,
914055082,914055082,
893584870,893584870,
941876062,941876062,
808531859,808531859,
940851371,940851371,
944379908,944379908,
933819765,933819765,
940885106,940885106,
943252783,943252783,
944078385,944078385,
844990952,844990952,
944800895,944800895,
751900234,751900234,
945120921,945120921,
942473174,942473174,
831264643,831264643,
915120513,915120513,
939889648,939889648,
942451188,942451188,
943457465,943457465,
851014597,851014597,
943455139,943455139,
944066083,944066083,
944193333,944193333,
944931120,944931120,
940502859,940502859,
944749852,944749852,
943913871,943913871,
948838958,948838958,
941931859,941931859,
537789653,537789653,
978777845,978777845,
945370013,945370013,
987880473,987880473,
944700913,944700913,
944907849,944907849,
987862695,987862695,
943326637,943326637,
944681212,944681212,
939941233,939941233,
442503900,442503900,
942125048,942125048,
945226975,945226975,
987902772,987902772,
945295939,945295939,
934476391,934476391,
942392044,942392044,
941533853,941533853,
942408055,942408055,
478747892,478747892,
945266880,945266880,
811648617,811648617,
987963717,987963717,
943111880,943111880,
937549202,937549202,
942919895,942919895,
944863661,944863661,
945404770,945404770,
878900380,878900380,
844041814,844041814,
500256904,500256904,
943464032,943464032,
943816769,943816769,
942773482,942773482,
944785393,944785393,
945009546,945009546,
945206811,945206811,
945016277,945016277,
943085969,943085969,
945281186,945281186,
929646735,929646735,
940971708,940971708,
941380131,941380131,
944384544,944384544,
944473545,944473545,
944613587,944613587,
923242929,923242929,
988169082,988169082,
988231775,988231775,
945336709,945336709,
940828452,940828452,
942759796,942759796,
807663836,807663836,
944973189,944973189,
944646629,944646629,
944794007,944794007,
944827781,944827781,
945058931,945058931,
945072742,945072742,
944317320,944317320,
944947936,944947936,
941079584,941079584,
941570293,941570293,
944669431,944669431,
944666783,944666783,
944556851,944556851,
944811082,944811082,
943474783,943474783,
988422499,988422499,
944119247,944119247,
937846921,937846921,
852893171,852893171,
944714781,944714781,
941360612,941360612,
944806090,944806090,
944909845,944909845,
944185057,944185057,
944496702,944496702,
891095689,891095689,
987948445,987948445,
991302878,991302878,
945320794,945320794,
938224508,938224508,
890311442,890311442,
944985100,944985100,
988119913,988119913,
943274159,943274159,
306646225,306646225,
942216490,942216490,
409883550,409883550,
942198706,942198706,
944358670,944358670,
945172419,945172419,
943564112,943564112,
987906336,987906336,
929822070,929822070,
988494043,988494043,
944526482,944526482,
944096924,944096924,
945040129,945040129,
988291712,988291712,
935089961,935089961,
938617313,938617313,
988835476,988835476,
942307109,942307109,
988436994,988436994,
935170886,935170886,
944417336,944417336,
931551915,931551915,
987595501,987595501,
935392605,935392605,
819550591,819550591,
945292233,945292233,
945399400,945399400,
944883685,944883685,
988710687,988710687,
987880424,987880424,
412939191,412939191,
918822131,918822131,
943543306,943543306,
988046066,988046066,
988322111,988322111,
945400166,945400166,
984455600,984455600,
989240130,989240130,
989249750,989249750,
444953368,444953368,
989020979,989020979,
988670840,988670840,
988802013,988802013,
988578522,988578522,
989137880,989137880,
934584574,934584574,
989149778,989149778,
989044813,989044813,
934056573,934056573,
941775579,941775579,
945090231,945090231,
989047568,989047568,
944552629,944552629,
989062690,989062690,
944067297,944067297,
987914561,987914561,
988407953,988407953,
988975801,988975801,
989630207,989630207,
945222446,945222446,
988476362,988476362,
943853366,943853366,
944988617,944988617,
934290560,934290560,
944325893,944325893,
989321377,989321377,
928602580,928602580,
944883792,944883792,
798433116,798433116,
988287306,988287306,
989394390,989394390,
942728734,942728734,
989098231,989098231,
945358547,945358547,
929061612,929061612,
945368769,945368769,
989198320,989198320,
920373263,920373263,
944002641,944002641,
988711172,988711172,
990888398,990888398,
332652536,332652536,
942623216,942623216,
939579454,939579454,
945209690,945209690,
945111342,945111342,
988135869,988135869,
988981189,988981189,
945404796,945404796,
988867297,988867297,
988562914,988562914,
988542544,988542544,
942398801,942398801,
945335214,945335214,
412252637,412252637,
941544819,941544819,
535354906,535354906,
988256004,988256004,
888497815,888497815,
943375055,943375055,
944690064,944690064,
942191347,942191347,
987947058,987947058,
988869913,988869913,
983320128,983320128,
420204653,420204653,
944347202,944347202,
989117114,989117114,
941559684,941559684,
988993804,988993804,
989931340,989931340,
989340179,989340179,
989833595,989833595,
979757598,979757598,
988273744,988273744,
988821187,988821187,
989755988,989755988,
989081518,989081518,
988181004,988181004,
925326142,925326142,
943892059,943892059,
989933684,989933684,
990215873,990215873,
933872954,933872954,
853265205,853265205,
942611302,942611302,
990030041,990030041,
989017280,989017280,
987889052,987889052,
988361325,988361325,
944685890,944685890,
851614594,851614594,
891854754,891854754,
943169607,943169607,
848130209,848130209,
989047725,989047725,
417539681,417539681,
988079547,988079547,
988210019,988210019,
989952726,989952726,
990430183,990430183,
989274246,989274246,
943611368,943611368,
945302693,945302693,
925106650,925106650,
989085709,989085709,
941346132,941346132,
987940244,987940244,
944849348,944849348,
878364744,878364744,
931119861,931119861,
990209959,990209959,
988036729,988036729,
801221482,801221482,
989815329,989815329,
989999040,989999040,
988917696,988917696,
989495593,989495593,
990732273,990732273,
988065884,988065884,
999990369,999990369,
935012625,935012625,
990052292,990052292,
921558441,921558441,
939609327,939609327,
989007968,989007968,
988477436,988477436,
985027242,985027242,
989907001,989907001,
989137898,989137898,
989912688,989912688,
990601882,990601882,
854074044,854074044,
988533733,988533733,
988112363,988112363,
990306201,990306201,
991024456,991024456,
988530630,988530630,
938554946,938554946,
943815670,943815670,
913225983,913225983,
990764144,990764144,
989511100,989511100,
878471283,878471283,
938895927,938895927,
987914264,987914264,
988392932,988392932,
883053985,883053985,
945275873,945275873,
990583643,990583643,
990130395,990130395,
990523284,990523284,
991003534,991003534,
988530226,988530226,
990433740,990433740,
989667589,989667589,
990516676,990516676,
990543316,990543316,
991046954,991046954,
988786349,988786349,
989408018,989408018,
851113621,851113621,
989276704,989276704,
990311805,990311805,
353050008,353050008,
989581368,989581368,
941105017,941105017,
940525843,940525843,
990402000,990402000,
532844578,532844578,
990670697,990670697,
945025062,945025062,
988135653,988135653,
988710562,988710562,
979868239,979868239,
990669012,990669012,
990108342,990108342,
990941346,990941346,
935207373,935207373,
953700556,953700556,
990283301,990283301,
989911227,989911227,
942842824,942842824,
922429667,922429667,
989155478,989155478,
992157396,992157396,
982132078,982132078,
989298153,989298153,
988658712,988658712,
991018961,991018961,
991517731,991517731,
991576596,991576596,
994410645,994410645,
988261046,988261046,
947676391,947676391,
932338239,932338239,
931977235,931977235,
912540853,912540853,
984498931,984498931,
943832949,943832949,
944721331,944721331,
989552393,989552393,
927603886,927603886,
898552773,898552773,
990118994,990118994,
944733161,944733161,
990992927,990992927,
789492824,789492824,
988632790,988632790,
989997473,989997473,
989523014,989523014,
991677709,991677709,
942887878,942887878,
883520876,883520876,
990092223,990092223,
401198809,401198809,
989996939,989996939,
988978284,988978284,
991275934,991275934,
941480394,941480394,
432177244,432177244,
991488461,991488461,
989297965,989297965,
945319879,945319879,
885394668,885394668,
938711454,938711454,
989280334,989280334,
989725064,989725064,
989153325,989153325,
989921697,989921697,
990127250,990127250,
990200354,990200354,
911706703,911706703,
990369373,990369373,
990377483,990377483,
990987984,990987984,
991144874,991144874,
939126389,939126389,
989551320,989551320,
990439069,990439069,
988743423,988743423,
991229089,991229089,
944879402,944879402,
991975640,991975640,
991155110,991155110,
990603128,990603128,
849214093,849214093,
990683039,990683039,
990548471,990548471,
991092180,991092180,
945284032,945284032,
943479774,943479774,
943340240,943340240,
990470916,990470916,
989239744,989239744,
992224287,992224287,
991883885,991883885,
945251452,945251452,
990752586,990752586,
480424019,480424019,
481554319,481554319,
989146519,989146519,
989981477,989981477,
915091987,915091987,
991686957,991686957,
535239099,535239099,
912805504,912805504,
990915340,990915340,
991519950,991519950,
991927484,991927484,
993504588,993504588,
991105776,991105776,
921561031,921561031,
988127775,988127775,
988474607,988474607,
888917945,888917945,
989247663,989247663,
929713998,929713998,
990524423,990524423,
990731283,990731283,
991299785,991299785,
991191438,991191438,
994931624,994931624,
443952387,443952387,
938133196,938133196,
991523101,991523101,
942643677,942643677,
991626573,991626573,
990979015,990979015,
881173173,881173173,
991996083,991996083,
991816349,991816349,
827880964,827880964,
991541657,991541657,
990310203,990310203,
989204631,989204631,
989425509,989425509,
989385141,989385141,
989472147,989472147,
943064998,943064998,
952731875,952731875,
534457189,534457189,
993557032,993557032,
993294420,993294420,
992798504,992798504,
993460468,993460468,
823088430,823088430,
993189471,993189471,
443600242,443600242,
992715763,992715763,
521107730,521107730,
994547297,994547297,
883689010,883689010,
518295282,518295282,
992006874,992006874,
990283855,990283855,
992307736,992307736,
938677853,938677853,
913995544,913995544,
991819244,991819244,
990682221,990682221,
991620147,991620147,
991647520,991647520,
991851098,991851098,
992686691,992686691,
989017223,989017223,
990205882,990205882,
991189630,991189630,
990509077,990509077,
944322395,944322395,
790988463,790988463,
907857726,907857726,
989030226,989030226,
990620205,990620205,
989477666,989477666,
990023491,990023491,
991926932,991926932,
992338707,992338707,
992528133,992528133,
989639075,989639075,
992713354,992713354,
992498287,992498287,
984725440,984725440,
989239587,989239587,
990965139,990965139,
991250861,991250861,
789719432,789719432,
938870367,938870367,
910294206,910294206,
818591711,818591711,
992608737,992608737,
992705970,992705970,
989924915,989924915,
994121481,994121481,
992697193,992697193,
801327875,801327875,
991865254,991865254,
993339019,993339019,
998948186,998948186,
995073962,995073962,
947757886,947757886,
994779957,994779957,
929271005,929271005,
990438087,990438087,
990851966,990851966,
991097668,991097668,
988658027,988658027,
989096185,989096185,
990703571,990703571,
900207218,900207218,
992104604,992104604,
941073033,941073033,
938515616,938515616,
990300022,990300022,
992408682,992408682,
992108662,992108662,
988140505,988140505,
941128530,941128530,
883847220,883847220,
992784330,992784330,
983273582,983273582,
992818179,992818179,
991157009,991157009,
991419557,991419557,
990726481,990726481,
993075647,993075647,
925368185,925368185,
993182120,993182120,
511888620,511888620,
998977169,998977169,
990642084,990642084,
991380700,991380700,
992085266,992085266,
948293162,948293162,
998968028,998968028,
992512947,992512947,
992451567,992451567,
992471185,992471185,
981457518,981457518,
993813427,993813427,
993182971,993182971,
993917509,993917509,
